"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"thiL","","Thiamine-monophosphate kinase","12","94","7","163","63.1578947368421","63.42412451361867","2.972644376899696","0.027667345062333686","1.0","0.4426873842814497","11","5","7","0.548828125","0.9999999999999997"
"tmpC","","Purine-binding protein","12","94","7","163","63.1578947368421","63.42412451361867","2.972644376899696","0.027667345062333686","1.0","0.4426873842814497","7","2","5","0.4531249999999996","0.4531249999999996"
"rfuC","","hypothetical protein","12","94","7","163","63.1578947368421","63.42412451361867","2.972644376899696","0.027667345062333686","1.0","0.4426873842814497","7","2","5","0.4531249999999996","0.4531249999999996"
"rfuD","","hypothetical protein","12","94","7","163","63.1578947368421","63.42412451361867","2.972644376899696","0.027667345062333686","1.0","0.4426873842814497","7","2","5","0.4531249999999996","0.4531249999999996"
"group_1380","","hypothetical protein","3","109","16","148","15.789473684210526","57.58754863813229","0.2545871559633027","0.02788751223515752","1.0","0.4426873842814497","12","3","10","0.038574218750000014","0.14599609375000003"
"rbsA_2","","Ribose import ATP-binding protein RbsA","13","104","6","153","68.42105263157895","59.53307392996109","3.1875","0.028021483413763263","1.0","0.4426873842814497","8","2","6","0.2890624999999999","0.2890624999999999"
"trmR","","tRNA 5-hydroxyuridine methyltransferase","6","153","13","104","31.57894736842105","40.46692607003891","0.3137254901960784","0.028021483413763267","1.0","0.4426873842814497","16","5","12","0.076812744140625","0.21011352539062492"
"group_542","","hypothetical protein","13","226","6","31","68.42105263157895","12.062256809338521","0.2971976401179941","0.02806763272216798","1.0","0.4426873842814497","11","8","4","0.22656250000000003","0.548828125"
"cmoM","","putative protein","6","31","13","226","31.57894736842105","87.93774319066148","3.364764267990074","0.02806763272216798","1.0","0.4426873842814497","16","5","12","0.076812744140625","0.21011352539062492"
"group_2793","","hypothetical protein","6","31","13","226","31.57894736842105","87.93774319066148","3.364764267990074","0.02806763272216798","1.0","0.4426873842814497","15","6","10","0.30175781250000017","0.6072387695312501"
"pgl_1","","6-phosphogluconolactonase","6","31","13","226","31.57894736842105","87.93774319066148","3.364764267990074","0.02806763272216798","1.0","0.4426873842814497","13","4","11","0.022460937500000003","0.26684570312499983"
"group_3049","","hypothetical protein","6","31","13","226","31.57894736842105","87.93774319066148","3.364764267990074","0.02806763272216798","1.0","0.4426873842814497","14","5","10","0.17956542968750003","0.4239501953124999"
"group_3279","","hypothetical protein","6","31","13","226","31.57894736842105","87.93774319066148","3.364764267990074","0.02806763272216798","1.0","0.4426873842814497","7","3","6","0.125","0.9999999999999998"
"nicX","","2,5-dihydroxypyridine 5,6-dioxygenase","6","31","13","226","31.57894736842105","87.93774319066148","3.364764267990074","0.02806763272216798","1.0","0.4426873842814497","15","6","9","0.6072387695312501","0.6072387695312501"
"group_1161","","hypothetical protein","16","149","3","108","84.21052631578947","42.023346303501945","3.865771812080537","0.028361128328417043","1.0","0.4426873842814497","3","2","2","1.0","1.0"
"group_605","","hypothetical protein","16","149","3","108","84.21052631578947","42.023346303501945","3.865771812080537","0.028361128328417043","1.0","0.4426873842814497","7","4","3","0.9999999999999998","0.9999999999999998"
"ruvC_2","","hypothetical protein","3","108","16","149","15.789473684210526","57.97665369649806","0.2586805555555556","0.028361128328417043","1.0","0.4426873842814497","12","3","10","0.038574218750000014","0.14599609375000003"
"betC","","hypothetical protein","13","105","6","152","68.42105263157895","59.143968871595334","3.1365079365079365","0.02854848130458145","1.0","0.4426873842814497","15","9","6","0.6072387695312501","0.6072387695312501"
"phnE","","hypothetical protein","12","95","7","162","63.1578947368421","63.035019455252915","2.9233082706766917","0.028964848287356994","1.0","0.4426873842814497","13","8","5","0.5810546875","0.5810546875"
"ptxB","","hypothetical protein","12","95","7","162","63.1578947368421","63.035019455252915","2.9233082706766917","0.028964848287356994","1.0","0.4426873842814497","11","7","5","0.548828125","0.9999999999999997"
"artQ","","hypothetical protein","16","150","3","107","84.21052631578947","41.63424124513619","3.8044444444444445","0.029003266839330626","1.0","0.4426873842814497","6","4","2","0.6875000000000002","0.6875000000000002"
"group_1360","","hypothetical protein","13","106","6","151","68.42105263157895","58.754863813229576","3.0864779874213837","0.029243742435404767","1.0","0.4426873842814497","11","8","5","0.22656250000000003","0.9999999999999997"
"group_3254","","hypothetical protein","0","51","19","206","0.0","80.1556420233463","0.0","0.029427496281743806","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_3436","","hypothetical protein","0","51","19","206","0.0","80.1556420233463","0.0","0.029427496281743806","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_3437","","hypothetical protein","0","51","19","206","0.0","80.1556420233463","0.0","0.029427496281743806","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_4374","","hypothetical protein","0","51","19","206","0.0","80.1556420233463","0.0","0.029427496281743806","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_4833","","hypothetical protein","0","51","19","206","0.0","80.1556420233463","0.0","0.029427496281743806","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_2566","dnaJ_1","hypothetical protein","0","52","19","205","0.0","79.76653696498055","0.0","0.02947456221672802","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_6076","","hypothetical protein","0","52","19","205","0.0","79.76653696498055","0.0","0.02947456221672802","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"crtF","","Demethylspheroidene O-methyltransferase","7","41","12","216","36.84210526315789","84.04669260700389","3.073170731707317","0.02956157541243848","1.0","0.4426873842814497","16","5","11","0.21011352539062492","0.21011352539062492"
"group_2733","yegS","hypothetical protein","7","41","12","216","36.84210526315789","84.04669260700389","3.073170731707317","0.02956157541243848","1.0","0.4426873842814497","11","6","5","0.9999999999999997","0.9999999999999997"
"group_795","","hypothetical protein","19","207","0","50","100.0","19.45525291828794","inf","0.02965489210066968","1.0","0.4426873842814497","2","2","0","0.5","0.5"
"group_2943","","hypothetical protein","0","50","19","207","0.0","80.54474708171206","0.0","0.02965489210066968","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_4369","","hypothetical protein","0","50","19","207","0.0","80.54474708171206","0.0","0.02965489210066968","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"ykfC","","hypothetical protein","15","131","4","126","78.94736842105263","49.0272373540856","3.6068702290076335","0.029660638128586575","1.0","0.4426873842814497","8","6","3","0.2890624999999999","0.7265625000000002"
"group_1325","","hypothetical protein","14","117","5","140","73.68421052631578","54.474708171206224","3.3504273504273505","0.02972358639332795","1.0","0.4426873842814497","8","5","4","0.7265625000000002","1.0"
"attM","","hypothetical protein","14","117","5","140","73.68421052631578","54.474708171206224","3.3504273504273505","0.02972358639332795","1.0","0.4426873842814497","11","7","5","0.548828125","0.9999999999999997"
"nudC","","NADH pyrophosphatase","15","132","4","125","78.94736842105263","48.63813229571984","3.5511363636363638","0.029768793698725267","1.0","0.4426873842814497","7","4","3","0.9999999999999998","0.9999999999999998"
"ifcA","","3-oxosteroid 1-dehydrogenase","9","61","10","196","47.368421052631575","76.26459143968872","2.8918032786885246","0.029772252037283318","1.0","0.4426873842814497","16","9","9","0.8036193847656252","0.8036193847656252"
"group_1656","","hypothetical protein","9","61","10","196","47.368421052631575","76.26459143968872","2.8918032786885246","0.029772252037283318","1.0","0.4426873842814497","16","9","9","0.8036193847656252","0.8036193847656252"
"actP_1","","Cation/acetate symporter ActP","9","61","10","196","47.368421052631575","76.26459143968872","2.8918032786885246","0.029772252037283318","1.0","0.4426873842814497","15","6","9","0.6072387695312501","0.6072387695312501"
"group_2205","","hypothetical protein","9","61","10","196","47.368421052631575","76.26459143968872","2.8918032786885246","0.029772252037283318","1.0","0.4426873842814497","10","6","5","0.7539062500000002","1.0"
"group_2942","","hypothetical protein","0","53","19","204","0.0","79.37743190661479","0.0","0.02979531945505487","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"regB","","Sensor histidine kinase RegB","14","118","5","139","73.68421052631578","54.08560311284047","3.298305084745763","0.02995772471491146","1.0","0.4426873842814497","8","5","4","0.7265625000000002","1.0"
"group_1280","","hypothetical protein","15","133","4","124","78.94736842105263","48.249027237354085","3.4962406015037595","0.030048296073597054","1.0","0.4426873842814497","6","4","3","0.6875000000000002","1.0"
"pckA","","Phosphoenolpyruvate carboxykinase (ATP)","15","133","4","124","78.94736842105263","48.249027237354085","3.4962406015037595","0.030048296073597054","1.0","0.4426873842814497","6","4","3","0.6875000000000002","1.0"
"xlnD","","3-hydroxybenzoate 6-hydroxylase 1","15","133","4","124","78.94736842105263","48.249027237354085","3.4962406015037595","0.030048296073597054","1.0","0.4426873842814497","8","6","4","0.2890624999999999","1.0"
"phzF","","Trans-2,3-dihydro-3-hydroxyanthranilate isomerase","15","133","4","124","78.94736842105263","48.249027237354085","3.4962406015037595","0.030048296073597054","1.0","0.4426873842814497","10","7","4","0.3437499999999999","0.7539062500000002"
"lgoT","","hypothetical protein","6","150","13","107","31.57894736842105","41.63424124513619","0.3292307692307692","0.0301085768316613","1.0","0.4426873842814497","16","6","10","0.45449829101562506","0.45449829101562506"
"group_354","","hypothetical protein","13","107","6","150","68.42105263157895","58.36575875486382","3.0373831775700935","0.0301085768316613","1.0","0.4426873842814497","17","12","5","0.14346313476562497","0.14346313476562497"
"otnI","","2-oxo-tetronate isomerase","13","107","6","150","68.42105263157895","58.36575875486382","3.0373831775700935","0.0301085768316613","1.0","0.4426873842814497","11","7","6","0.548828125","0.9999999999999997"
"group_490","","hypothetical protein","13","107","6","150","68.42105263157895","58.36575875486382","3.0373831775700935","0.0301085768316613","1.0","0.4426873842814497","10","5","5","1.0","1.0"
"group_997","","hypothetical protein","19","208","0","49","100.0","19.06614785992218","inf","0.030158396947672084","1.0","0.4426873842814497","1","1","0","1.0","1.0"
"group_3737","","hypothetical protein","0","49","19","208","0.0","80.93385214007782","0.0","0.030158396947672084","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_3751","","hypothetical protein","0","49","19","208","0.0","80.93385214007782","0.0","0.030158396947672084","1.0","0.4426873842814497","8","0","8","0.0078125","0.0078125"
"katG","","Catalase-peroxidase","14","119","5","138","73.68421052631578","53.69649805447471","3.2470588235294118","0.030363466115665642","1.0","0.4426873842814497","13","10","4","0.09228515625000003","0.26684570312499983"
"group_2506","","hypothetical protein","0","54","19","203","0.0","78.98832684824903","0.0","0.030389785822397597","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_2613","","hypothetical protein","0","54","19","203","0.0","78.98832684824903","0.0","0.030389785822397597","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"group_3438","","hypothetical protein","0","54","19","203","0.0","78.98832684824903","0.0","0.030389785822397597","1.0","0.4426873842814497","1","0","1","1.0","1.0"
"scrK","","2-dehydro-3-deoxygluconokinase","12","96","7","161","63.1578947368421","62.64591439688716","2.875","0.030430517342078113","1.0","0.4426873842814497","11","6","7","0.548828125","0.9999999999999997"
"desK","","hypothetical protein","12","96","7","161","63.1578947368421","62.64591439688716","2.875","0.030430517342078113","1.0","0.4426873842814497","14","7","7","1.0","1.0"
"group_2335","","hypothetical protein","4","123","15","134","21.052631578947366","52.14007782101168","0.2905149051490515","0.030499718508156002","1.0","0.4426873842814497","3","1","3","0.25","1.0"
"group_1274","","hypothetical protein","10","68","9","189","52.63157894736842","73.54085603112841","3.088235294117647","0.03081254262737573","1.0","0.4426873842814497","12","8","6","0.3876953125000001","1.0"
"group_1763","","hypothetical protein","10","68","9","189","52.63157894736842","73.54085603112841","3.088235294117647","0.03081254262737573","1.0","0.4426873842814497","13","8","6","0.5810546875","0.9999999999999999"
"group_1824","","hypothetical protein","10","68","9","189","52.63157894736842","73.54085603112841","3.088235294117647","0.03081254262737573","1.0","0.4426873842814497","13","7","6","0.9999999999999999","0.9999999999999999"
"fsr","","Fosmidomycin resistance protein","10","68","9","189","52.63157894736842","73.54085603112841","3.088235294117647","0.03081254262737573","1.0","0.4426873842814497","14","8","8","0.7905273437500004","0.7905273437500004"
"nasE","","hypothetical protein","14","120","5","137","73.68421052631578","53.30739299610895","3.1966666666666668","0.030941546737021753","1.0","0.4426873842814497","15","10","5","0.30175781250000017","0.30175781250000017"
"group_1319","","hypothetical protein","15","135","4","122","78.94736842105263","47.47081712062256","3.388888888888889","0.03112396432960862","1.0","0.4426873842814497","9","6","3","0.5078125","0.5078125"
"dipZ","","Thiol:disulfide interchange protein DsbD","13","108","6","149","68.42105263157895","57.97665369649806","2.9891975308641974","0.031144603508006515","1.0","0.4426873842814497","9","4","5","1.0","1.0"
"bchX","","Nitrogenase iron protein","8","47","11","210","42.10526315789473","81.71206225680933","3.249516441005803","0.031258680533911065","1.0","0.4426873842814497","15","5","10","0.30175781250000017","0.30175781250000017"
"group_2483","","hypothetical protein","8","47","11","210","42.10526315789473","81.71206225680933","3.249516441005803","0.031258680533911065","1.0","0.4426873842814497","15","8","9","0.6072387695312501","0.9999999999999997"
"ybhS","","Inner membrane transport permease YhhJ","10","69","9","188","52.63157894736842","73.15175097276264","3.027375201288245","0.03155633349339933","1.0","0.4426873842814497","17","8","9","0.9999999999999998","0.9999999999999998"
"xerC_3","","Tyrosine recombinase XerC","10","69","9","188","52.63157894736842","73.15175097276264","3.027375201288245","0.03155633349339933","1.0","0.4426873842814497","17","9","9","0.9999999999999998","0.9999999999999998"
"group_2853","","hypothetical protein","5","23","14","234","26.31578947368421","91.05058365758755","3.6335403726708075","0.03164094574988575","1.0","0.4426873842814497","10","3","7","0.3437499999999999","0.3437499999999999"
"group_3748","","hypothetical protein","5","23","14","234","26.31578947368421","91.05058365758755","3.6335403726708075","0.03164094574988575","1.0","0.4426873842814497","10","4","8","0.10937500000000003","0.7539062500000002"
"group_3924","","hypothetical protein","5","23","14","234","26.31578947368421","91.05058365758755","3.6335403726708075","0.03164094574988575","1.0","0.4426873842814497","11","5","7","0.548828125","0.9999999999999997"
"group_3946","","hypothetical protein","5","23","14","234","26.31578947368421","91.05058365758755","3.6335403726708075","0.03164094574988575","1.0","0.4426873842814497","11","4","8","0.22656250000000003","0.548828125"
"group_3953","","hypothetical protein","5","23","14","234","26.31578947368421","91.05058365758755","3.6335403726708075","0.03164094574988575","1.0","0.4426873842814497","15","4","12","0.035156250000000014","0.11846923828124997"
"group_3969","","hypothetical protein","5","23","14","234","26.31578947368421","91.05058365758755","3.6335403726708075","0.03164094574988575","1.0","0.4426873842814497","10","4","7","0.3437499999999999","0.7539062500000002"
"group_3973","menH_5","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","5","23","14","234","26.31578947368421","91.05058365758755","3.6335403726708075","0.03164094574988575","1.0","0.4426873842814497","9","4","7","0.17968750000000003","1.0"
"cah","","Carbonic anhydrase","5","23","14","234","26.31578947368421","91.05058365758755","3.6335403726708075","0.03164094574988575","1.0","0.4426873842814497","13","5","11","0.022460937500000003","0.5810546875"
"yutF","","hypothetical protein","14","121","5","136","73.68421052631578","52.918287937743195","3.147107438016529","0.031693020877059434","1.0","0.4426873842814497","7","2","5","0.4531249999999996","0.4531249999999996"
"rapA_2","","hypothetical protein","6","32","13","225","31.57894736842105","87.54863813229572","3.2451923076923075","0.03185930222347827","1.0","0.4426873842814497","15","6","9","0.6072387695312501","0.6072387695312501"
"pgl","","6-phosphogluconolactonase","15","136","4","121","78.94736842105263","47.081712062256805","3.3363970588235294","0.03192226541069716","1.0","0.4426873842814497","8","7","4","0.0703125","1.0"
"yedY1","","Protein-methionine-sulfoxide reductase catalytic subunit MsrP","15","136","4","121","78.94736842105263","47.081712062256805","3.3363970588235294","0.03192226541069716","1.0","0.4426873842814497","7","4","4","0.9999999999999998","0.9999999999999998"
"ramB","","HTH-type transcriptional regulator RamB","15","136","4","121","78.94736842105263","47.081712062256805","3.3363970588235294","0.03192226541069716","1.0","0.4426873842814497","10","6","4","0.7539062500000002","0.7539062500000002"
"group_2437","","hypothetical protein","4","121","15","136","21.052631578947366","52.918287937743195","0.2997245179063361","0.03192226541069716","1.0","0.4426873842814497","12","4","8","0.3876953125000001","0.3876953125000001"
"group_3904","","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","4","1","4","0.125","0.625"
"group_4291","","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","14","4","10","0.17956542968750003","0.17956542968750003"
"group_4479","","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","8","3","7","0.0703125","0.7265625000000002"
"epsO","","Putative pyruvyl transferase EpsO","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","8","4","6","0.2890624999999999","1.0"
"group_4613","","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","14","4","10","0.17956542968750003","0.17956542968750003"
"group_4615","","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","15","4","11","0.11846923828124997","0.11846923828124997"
"group_4654","","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","12","4","8","0.3876953125000001","0.3876953125000001"
"group_4677","","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","10","4","6","0.7539062500000002","0.7539062500000002"
"group_4779","","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","10","4","6","0.7539062500000002","0.7539062500000002"
"mqo","","Malate:quinone oxidoreductase","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","11","4","8","0.22656250000000003","0.548828125"
"mtgB_1","","Glycine betaine methyltransferase","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","5","4","3","0.375","1.0"
"group_4847","ycbX","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","9","4","7","0.17968750000000003","1.0"
"group_4889","potF","hypothetical protein","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","9","3","7","0.17968750000000003","0.5078125"
"atoE","","Putative short-chain fatty acid transporter","4","15","15","242","21.052631578947366","94.16342412451361","4.302222222222222","0.03212549307948373","1.0","0.4426873842814497","8","3","6","0.2890624999999999","0.7265625000000002"
"rsbS","","RsbT antagonist protein RsbS","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","7","3","6","0.125","0.9999999999999998"
"group_4433","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","5","3","2","1.0","1.0"
"group_4897","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","6","3","4","0.6875000000000002","1.0"
"yphA","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","7","3","6","0.125","0.9999999999999998"
"group_5463","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","6","0.5078125","0.5078125"
"group_5648","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","10","3","7","0.3437499999999999","0.3437499999999999"
"group_5936","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","6","0.5078125","0.5078125"
"group_5972","recF_1","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","6","0.5078125","0.5078125"
"group_5978","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","10","3","7","0.3437499999999999","0.3437499999999999"
"group_5998","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","7","3","5","0.4531249999999996","0.9999999999999998"
"group_6128","","putative ketoamine kinase","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","8","0.0390625","0.5078125"
"group_6204","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","8","3","5","0.7265625000000002","0.7265625000000002"
"yegI","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","7","0.17968750000000003","0.5078125"
"group_6289","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","6","0.5078125","0.5078125"
"group_6303","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","6","3","4","0.6875000000000002","1.0"
"group_6396","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","4","2","3","0.625","1.0"
"group_6421","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","7","3","4","0.9999999999999998","0.9999999999999998"
"group_6424","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","5","3","2","1.0","1.0"
"dapH","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","7","0.17968750000000003","0.5078125"
"group_6522","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","4","3","1","0.625","0.625"
"group_6535","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","5","3","3","1.0","1.0"
"group_6537","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","5","3","3","1.0","1.0"
"splG","","Spore photoproduct lyase","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","7","3","5","0.4531249999999996","0.9999999999999998"
"group_6561","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","6","3","3","1.0","1.0"
"group_6602","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","5","3","2","1.0","1.0"
"group_6724","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","6","0.5078125","0.5078125"
"group_6726","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","9","3","6","0.5078125","0.5078125"
"group_6792","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","4","3","3","0.625","0.625"
"group_6818","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","7","3","5","0.4531249999999996","0.9999999999999998"
"group_7272","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","7","3","4","0.9999999999999998","0.9999999999999998"
"group_7350","","hypothetical protein","3","8","16","249","15.789473684210526","96.88715953307393","5.8359375","0.03220712972241531","1.0","0.4426873842814497","5","2","4","0.375","1.0"
"tdcG","","L-serine dehydratase TdcG","13","109","6","148","68.42105263157895","57.58754863813229","2.941896024464832","0.032353738308984956","1.0","0.4426873842814497","12","6","6","1.0","1.0"
"rarD","","Protein RarD","13","109","6","148","68.42105263157895","57.58754863813229","2.941896024464832","0.032353738308984956","1.0","0.4426873842814497","13","10","5","0.09228515625000003","0.5810546875"
"hicB","","hypothetical protein","8","48","11","209","42.10526315789473","81.32295719844358","3.1666666666666665","0.03240333901299321","1.0","0.4426873842814497","13","5","8","0.5810546875","0.5810546875"
"group_2219","","hypothetical protein","8","48","11","209","42.10526315789473","81.32295719844358","3.1666666666666665","0.03240333901299321","1.0","0.4426873842814497","13","6","9","0.26684570312499983","0.9999999999999999"
"group_2295","bglA","hypothetical protein","8","48","11","209","42.10526315789473","81.32295719844358","3.1666666666666665","0.03240333901299321","1.0","0.4426873842814497","15","5","10","0.30175781250000017","0.30175781250000017"
"group_1968","","hypothetical protein","10","70","9","187","52.63157894736842","72.76264591439688","2.9682539682539684","0.03251669615234008","1.0","0.4426873842814497","13","6","7","0.9999999999999999","0.9999999999999999"
"group_2029","","hypothetical protein","10","70","9","187","52.63157894736842","72.76264591439688","2.9682539682539684","0.03251669615234008","1.0","0.4426873842814497","12","6","7","0.7744140625000003","1.0"
"cysD","","Sulfate adenylyltransferase subunit 2","14","122","5","135","73.68421052631578","52.52918287937744","3.098360655737705","0.032619254756030606","1.0","0.4426873842814497","7","3","4","0.9999999999999998","0.9999999999999998"
"ipuF","","hypothetical protein","14","122","5","135","73.68421052631578","52.52918287937744","3.098360655737705","0.032619254756030606","1.0","0.4426873842814497","8","5","4","0.7265625000000002","1.0"
"entS_2","","Enterobactin exporter EntS","15","137","4","120","78.94736842105263","46.69260700389105","3.2846715328467155","0.03289617932185084","1.0","0.4426873842814497","12","8","4","0.3876953125000001","0.3876953125000001"
"hipA","","hypothetical protein","10","71","9","186","52.63157894736842","72.37354085603113","2.9107981220657275","0.033695159388883955","1.0","0.4426873842814497","16","8","9","0.8036193847656252","1.0"
"hsdM","","hypothetical protein","10","71","9","186","52.63157894736842","72.37354085603113","2.9107981220657275","0.033695159388883955","1.0","0.4426873842814497","17","10","8","0.629058837890625","0.9999999999999998"
"ydeP","","Protein YdeP","10","71","9","186","52.63157894736842","72.37354085603113","2.9107981220657275","0.033695159388883955","1.0","0.4426873842814497","16","8","8","1.0","1.0"
"rlmJ","","Ribosomal RNA large subunit methyltransferase J","13","110","6","147","68.42105263157895","57.19844357976653","2.8954545454545455","0.03373818063983622","1.0","0.4426873842814497","12","6","6","1.0","1.0"
"group_2109","betI_2","hypothetical protein","8","49","11","208","42.10526315789473","80.93385214007782","3.0871985157699444","0.033825629479981995","1.0","0.4426873842814497","13","6","8","0.5810546875","0.9999999999999999"
"des","","Fatty acid desaturase","8","49","11","208","42.10526315789473","80.93385214007782","3.0871985157699444","0.033825629479981995","1.0","0.4426873842814497","15","6","9","0.6072387695312501","0.6072387695312501"
"quiP","","Acyl-homoserine lactone acylase QuiP","10","72","9","185","52.63157894736842","71.98443579766537","2.8549382716049383","0.03509360047568541","1.0","0.4426873842814497","12","6","7","0.7744140625000003","1.0"
"yfhM","","Alpha-2-macroglobulin","10","72","9","185","52.63157894736842","71.98443579766537","2.8549382716049383","0.03509360047568541","1.0","0.4426873842814497","11","5","6","0.9999999999999997","0.9999999999999997"
"group_2398","","hypothetical protein","8","50","11","207","42.10526315789473","80.54474708171206","3.0109090909090908","0.03552787139222635","1.0","0.4426873842814497","15","8","8","0.9999999999999997","0.9999999999999997"
