"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_6541","","hypothetical protein","9","2","10","255","47.368421052631575","99.22178988326849","114.75","2.1131041749843571e-10","1.3572256805507027e-05","6.786128402753513e-06","10","9","1","0.021484374999999997","0.021484374999999997"
"casC","","CRISPR system Cascade subunit CasC","9","2","10","255","47.368421052631575","99.22178988326849","114.75","2.1131041749843571e-10","1.3572256805507027e-05","6.786128402753513e-06","10","9","1","0.021484374999999997","0.021484374999999997"
"ygcB","","hypothetical protein","9","4","10","253","47.368421052631575","98.44357976653697","56.925","2.5635927394515735e-09","0.0001646569980622351","5.488566602074503e-05","11","9","3","0.06542968749999997","0.22656250000000003"
"ygbT","","CRISPR-associated endonuclease Cas1","8","2","11","255","42.10526315789473","99.22178988326849","92.72727272727273","4.1880556507853025e-09","0.0002689946263942892","6.72486565985723e-05","9","8","2","0.0390625","0.17968750000000003"
"group_2450","","hypothetical protein","13","32","6","225","68.42105263157895","87.54863813229572","15.234375","1.4761900590741786e-07","0.009481421130427542","0.0018962842260855084","11","9","4","0.06542968749999997","0.548828125"
"group_10080","","hypothetical protein","5","0","14","257","26.31578947368421","100.0","inf","9.035711987157488e-07","0.05803547452231383","0.00644838605803487","5","5","0","0.0625","0.0625"
"cas2","","CRISPR-associated endoribonuclease Cas2","5","0","14","257","26.31578947368421","100.0","inf","9.035711987157488e-07","0.05803547452231383","0.00644838605803487","5","5","0","0.0625","0.0625"
"group_9899","","hypothetical protein","5","0","14","257","26.31578947368421","100.0","inf","9.035711987157488e-07","0.05803547452231383","0.00644838605803487","5","5","0","0.0625","0.0625"
"cas5d","","CRISPR pre-crRNA endoribonuclease Cas5d","5","0","14","257","26.31578947368421","100.0","inf","9.035711987157488e-07","0.05803547452231383","0.00644838605803487","5","5","0","0.0625","0.0625"
"group_2430","","hypothetical protein","12","32","7","225","63.1578947368421","87.54863813229572","12.053571428571429","1.436475599972578e-06","0.09226339131063872","0.009226339131063872","15","10","7","0.30175781250000017","0.9999999999999997"
"mshA_1","","D-inositol-3-phosphate glycosyltransferase","14","50","5","207","73.68421052631578","80.54474708171206","11.592","1.6996304329369813e-06","0.10916556307710938","0.009924142097919034","13","10","4","0.09228515625000003","0.26684570312499983"
"lutB","","Lactate utilization protein B","11","26","8","231","57.89473684210527","89.88326848249028","12.216346153846153","2.0817763232113494e-06","0.13371041146354176","0.01114253428862848","15","9","8","0.6072387695312501","0.9999999999999997"
"cpdA_2","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","19","123","0","134","100.0","52.14007782101168","inf","2.2934114718219973e-06","0.14730352542365507","0.011331040417204237","10","10","0","0.001953125","0.001953125"
"slyA_3","","hypothetical protein","19","126","0","131","100.0","50.97276264591439","inf","3.021885164055246e-06","0.1940926622021044","0.013863761585864599","5","5","0","0.0625","0.0625"
"group_1301","","hypothetical protein","19","129","0","128","100.0","49.80544747081712","inf","4.274577138729133e-06","0.2745518150434335","0.0183034543362289","4","4","0","0.125","0.125"
"group_9079","","hypothetical protein","5","1","14","256","26.31578947368421","99.61089494163424","91.42857142857143","5.188032417716068e-06","0.33322213415748536","0.019494020980598457","6","5","1","0.21875000000000003","0.21875000000000003"
"cas9","","CRISPR-associated endonuclease Cas9","5","1","14","256","26.31578947368421","99.61089494163424","91.42857142857143","5.188032417716068e-06","0.33322213415748536","0.019494020980598457","6","5","1","0.21875000000000003","0.21875000000000003"
"group_2540","","hypothetical protein","12","37","7","220","63.1578947368421","85.60311284046692","10.193050193050192","5.463145583004129e-06","0.35089237765077225","0.019494020980598457","14","9","6","0.4239501953124999","0.7905273437500004"
"fas6","","Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase","19","131","0","126","100.0","49.0272373540856","inf","9.521359351581246e-06","0.6115473897927118","0.0277661614956694","6","6","0","0.03125","0.03125"
"mpdB","","2-methyl-1,2-propanediol dehydrogenase","17","97","2","160","89.47368421052632","62.2568093385214","14.02061855670103","9.968954458739183e-06","0.640295975930359","0.0277661614956694","16","14","2","0.004180908203124999","0.004180908203124999"
"group_822","","hypothetical protein","19","133","0","124","100.0","48.249027237354085","inf","1.008246993127857e-05","0.6475869612160913","0.0277661614956694","7","7","0","0.015625","0.015625"
"bamA_2","","Outer membrane protein assembly factor BamA","19","133","0","124","100.0","48.249027237354085","inf","1.008246993127857e-05","0.6475869612160913","0.0277661614956694","7","7","0","0.015625","0.015625"
"mtnP","","S-methyl-5'-thioadenosine phosphorylase","18","114","1","143","94.73684210526315","55.6420233463035","22.57894736842105","1.2238614583622668e-05","0.7860739760915003","0.0277661614956694","9","8","1","0.0390625","0.0390625"
"ribX_1","","Putative aliphatic sulfonates transport permease protein SsuC","19","136","0","121","100.0","47.081712062256805","inf","1.2319300917522263e-05","0.7912563786315374","0.0277661614956694","5","5","0","0.0625","0.0625"
"yhhW","","hypothetical protein","19","136","0","121","100.0","47.081712062256805","inf","1.2319300917522263e-05","0.7912563786315374","0.0277661614956694","9","9","0","0.00390625","0.00390625"
"FCS1","","Trans-feruloyl-CoA synthase FCS1","16","85","3","172","84.21052631578947","66.9260700389105","10.792156862745099","1.4740590608461537e-05","0.946773394190876","0.0277661614956694","14","12","2","0.012939453124999998","0.012939453124999998"
"cobU","","Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase","18","116","1","141","94.73684210526315","54.86381322957199","21.879310344827587","1.4823724315263853e-05","0.952112989045082","0.0277661614956694","9","8","1","0.0390625","0.0390625"
"group_10079","","hypothetical protein","4","0","15","257","21.052631578947366","100.0","inf","1.638475773671072e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"group_11033","","hypothetical protein","4","0","15","257","21.052631578947366","100.0","inf","1.638475773671072e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"group_11249","ygbF","CRISPR-associated endoribonuclease Cas2","4","0","15","257","21.052631578947366","100.0","inf","1.638475773671072e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"pucB","","Molybdenum cofactor guanylyltransferase","18","118","1","139","94.73684210526315","54.08560311284047","21.203389830508474","1.8472703521532963e-05","1.0","0.0277661614956694","12","11","1","0.006347656250000001","0.006347656250000001"
"paoD","","Molybdenum cofactor insertion chaperone PaoD","18","118","1","139","94.73684210526315","54.08560311284047","21.203389830508474","1.8472703521532963e-05","1.0","0.0277661614956694","11","10","1","0.011718750000000002","0.011718750000000002"
"group_3808","","hypothetical protein","9","20","10","237","47.368421052631575","92.21789883268482","10.665","2.033099512764919e-05","1.0","0.0277661614956694","8","5","5","0.7265625000000002","0.7265625000000002"
"vgb","","hypothetical protein","18","119","1","138","94.73684210526315","53.69649805447471","20.873949579831933","2.0761509364823113e-05","1.0","0.0277661614956694","12","11","1","0.006347656250000001","0.006347656250000001"
"ompP1","","Putative outer membrane protein","10","27","9","230","52.63157894736842","89.49416342412452","9.465020576131687","2.225244832588584e-05","1.0","0.0277661614956694","9","7","4","0.17968750000000003","1.0"
"ybaQ","","hypothetical protein","14","64","5","193","73.68421052631578","75.09727626459144","8.44375","2.6565349664439954e-05","1.0","0.0277661614956694","16","11","5","0.21011352539062492","0.21011352539062492"
"group_4563","","hypothetical protein","8","15","11","242","42.10526315789473","94.16342412451361","11.733333333333333","2.7824502950137833e-05","1.0","0.0277661614956694","7","5","4","0.4531249999999996","0.9999999999999998"
"djlA","","Co-chaperone protein DjlA","16","90","3","167","84.21052631578947","64.98054474708171","9.896296296296295","3.1392536238995604e-05","1.0","0.0277661614956694","5","4","1","0.375","0.375"
"pntB","","NAD(P) transhydrogenase subunit beta","19","141","0","116","100.0","45.13618677042802","inf","3.303983869713166e-05","1.0","0.0277661614956694","6","6","0","0.03125","0.03125"
"trpF","","N-(5'-phosphoribosyl)anthranilate isomerase","19","141","0","116","100.0","45.13618677042802","inf","3.303983869713166e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"yqeY","","putative protein YqeY","19","141","0","116","100.0","45.13618677042802","inf","3.303983869713166e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"iorB","","Carbon monoxide dehydrogenase large chain","19","141","0","116","100.0","45.13618677042802","inf","3.303983869713166e-05","1.0","0.0277661614956694","6","6","0","0.03125","0.03125"
"group_6240","","hypothetical protein","6","6","13","251","31.57894736842105","97.66536964980544","19.307692307692307","3.344398405042961e-05","1.0","0.0277661614956694","7","5","3","0.4531249999999996","0.9999999999999998"
"group_1176","","hypothetical protein","19","142","0","115","100.0","44.74708171206226","inf","3.383495212578315e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"bigR","","hypothetical protein","19","142","0","115","100.0","44.74708171206226","inf","3.383495212578315e-05","1.0","0.0277661614956694","5","5","0","0.0625","0.0625"
"lutA","","Lactate utilization protein A","17","102","2","155","89.47368421052632","60.311284046692606","12.916666666666666","3.405069139839461e-05","1.0","0.0277661614956694","8","6","2","0.2890624999999999","0.2890624999999999"
"tyrC","","Cyclohexadienyl dehydrogenase","19","143","0","114","100.0","44.3579766536965","inf","3.519601010857533e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"fixK","","Nitrogen fixation regulation protein FixK","19","143","0","114","100.0","44.3579766536965","inf","3.519601010857533e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"minD","","hypothetical protein","19","143","0","114","100.0","44.3579766536965","inf","3.519601010857533e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"ggt","","Glutathione hydrolase proenzyme","19","143","0","114","100.0","44.3579766536965","inf","3.519601010857533e-05","1.0","0.0277661614956694","5","5","0","0.0625","0.0625"
"pntA","","Alanine dehydrogenase","19","143","0","114","100.0","44.3579766536965","inf","3.519601010857533e-05","1.0","0.0277661614956694","6","6","0","0.03125","0.03125"
"fzlC","","FtsZ-localized protein C","19","144","0","113","100.0","43.96887159533074","inf","3.713397572510054e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"kpsD","","hypothetical protein","19","144","0","113","100.0","43.96887159533074","inf","3.713397572510054e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"rutR","","hypothetical protein","19","144","0","113","100.0","43.96887159533074","inf","3.713397572510054e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"kdpB","","Copper-transporting P-type ATPase","19","144","0","113","100.0","43.96887159533074","inf","3.713397572510054e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"group_3366","","hypothetical protein","9","22","10","235","47.368421052631575","91.43968871595331","9.613636363636363","3.8038901782975405e-05","1.0","0.0277661614956694","16","8","10","0.45449829101562506","1.0"
"cinA","","Putative competence-damage inducible protein","19","145","0","112","100.0","43.57976653696498","inf","3.966721420114906e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"hisB","","Histidine biosynthesis bifunctional protein HisB","19","145","0","112","100.0","43.57976653696498","inf","3.966721420114906e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"gltB","","Glutamate synthase [NADPH] large chain","19","145","0","112","100.0","43.57976653696498","inf","3.966721420114906e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"gcvP","","Glycine dehydrogenase (decarboxylating)","19","145","0","112","100.0","43.57976653696498","inf","3.966721420114906e-05","1.0","0.0277661614956694","6","6","0","0.03125","0.03125"
"leuD1","","3-isopropylmalate dehydratase small subunit 1","19","145","0","112","100.0","43.57976653696498","inf","3.966721420114906e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"leuC","","3-isopropylmalate dehydratase large subunit","19","145","0","112","100.0","43.57976653696498","inf","3.966721420114906e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"scpB","","Segregation and condensation protein B","19","145","0","112","100.0","43.57976653696498","inf","3.966721420114906e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"scpA","","Segregation and condensation protein A","19","145","0","112","100.0","43.57976653696498","inf","3.966721420114906e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"group_2036","","hypothetical protein","0","112","19","145","0.0","56.42023346303502","0.0","3.966721420114906e-05","1.0","0.0277661614956694","6","0","6","0.03125","0.03125"
"mlaC","","hypothetical protein","13","56","6","201","68.42105263157895","78.21011673151752","7.776785714285714","4.2677611884137506e-05","1.0","0.0277661614956694","12","9","5","0.14599609375000003","0.7744140625000003"
"gcvH","","Glycine cleavage system H protein","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","5","5","0","0.0625","0.0625"
"hom","","Homoserine dehydrogenase","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"namA","","N-ethylmaleimide reductase","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"IMPDH","","Inosine-5'-monophosphate dehydrogenase","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"hisI","","Phosphoribosyl-ATP pyrophosphatase","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"hisA","","Imidazole glycerol phosphate synthase subunit HisF","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"msrB_2","","Peptide methionine sulfoxide reductase MsrB","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"group_484","","hypothetical protein","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"cynT","","Carbonic anhydrase 1","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"hisD","","Histidinol dehydrogenase","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"hisH","","Imidazole glycerol phosphate synthase subunit HisH","19","146","0","111","100.0","43.190661478599225","inf","4.282162586703806e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"ttuD","","Putative hydroxypyruvate reductase","17","106","2","151","89.47368421052632","58.754863813229576","12.108490566037736","4.395563054295038e-05","1.0","0.0277661614956694","8","6","2","0.2890624999999999","0.2890624999999999"
"tonB","","hypothetical protein","17","106","2","151","89.47368421052632","58.754863813229576","12.108490566037736","4.395563054295038e-05","1.0","0.0277661614956694","12","10","2","0.038574218750000014","0.038574218750000014"
"cas4-cas1","","CRISPR-associated endonuclease Cas1","5","3","14","254","26.31578947368421","98.83268482490273","30.238095238095237","4.4331124952363675e-05","1.0","0.0277661614956694","7","5","2","0.4531249999999996","0.4531249999999996"
"group_6601","","hypothetical protein","5","3","14","254","26.31578947368421","98.83268482490273","30.238095238095237","4.4331124952363675e-05","1.0","0.0277661614956694","6","5","1","0.21875000000000003","0.21875000000000003"
"group_7077","","hypothetical protein","5","3","14","254","26.31578947368421","98.83268482490273","30.238095238095237","4.4331124952363675e-05","1.0","0.0277661614956694","7","4","3","0.9999999999999998","0.9999999999999998"
"anmK","","Anhydro-N-acetylmuramic acid kinase","18","120","1","137","94.73684210526315","53.30739299610895","20.55","4.4842897737953294e-05","1.0","0.0277661614956694","7","6","1","0.125","0.125"
"rutB_1","","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB","18","121","1","136","94.73684210526315","52.918287937743195","20.231404958677686","4.521268925230486e-05","1.0","0.0277661614956694","11","10","1","0.011718750000000002","0.011718750000000002"
"mntP","","putative manganese efflux pump MntP","7","11","12","246","36.84210526315789","95.71984435797665","13.045454545454545","4.5883468214534846e-05","1.0","0.0277661614956694","11","5","7","0.548828125","0.9999999999999997"
"lptE","","hypothetical protein","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"emrA_2","","Colistin resistance protein EmrA","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"glnD","","Bifunctional uridylyltransferase/uridylyl-removing enzyme","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"rhaS_1","","hypothetical protein","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"gltD","","Glutamate synthase [NADPH] small chain","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"dinB","","DNA polymerase IV","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"gloA","","Lactoylglutathione lyase","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"amtB","","Ammonia channel","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"RBKS","","putative sugar kinase YdjH","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"rspR_2","","hypothetical protein","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"proC","","Pyrroline-5-carboxylate reductase","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"nnr","","Bifunctional NAD(P)H-hydrate repair enzyme Nnr","19","147","0","110","100.0","42.80155642023346","inf","4.66308489273897e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"ydhP_1","","Inner membrane transport protein YdhP","17","107","2","150","89.47368421052632","58.36575875486382","11.91588785046729","4.819174621324941e-05","1.0","0.0277661614956694","13","11","2","0.022460937500000003","0.022460937500000003"
"nhaP2","","K(+)/H(+) antiporter NhaP2","10","30","9","227","52.63157894736842","88.32684824902724","8.407407407407407","4.885664882485575e-05","1.0","0.0277661614956694","15","8","8","0.9999999999999997","0.9999999999999997"
"xcpT","","Type II secretion system protein G","12","47","7","210","63.1578947368421","81.71206225680933","7.659574468085107","4.969199627344319e-05","1.0","0.0277661614956694","16","11","6","0.21011352539062492","0.45449829101562506"
"group_4104","","hypothetical protein","8","17","11","240","42.10526315789473","93.3852140077821","10.267379679144385","5.6782916960151655e-05","1.0","0.0277661614956694","14","6","9","0.4239501953124999","0.7905273437500004"
"apaH","","Bis(5'-nucleosyl)-tetraphosphatase, symmetrical","18","126","1","131","94.73684210526315","50.97276264591439","18.714285714285715","5.8638832659477666e-05","1.0","0.0277661614956694","9","8","1","0.0390625","0.0390625"
"fliR","","hypothetical protein","18","126","1","131","94.73684210526315","50.97276264591439","18.714285714285715","5.8638832659477666e-05","1.0","0.0277661614956694","10","9","1","0.021484374999999997","0.021484374999999997"
"cobV","","Adenosylcobinamide-GDP ribazoletransferase","17","109","2","148","89.47368421052632","57.58754863813229","11.541284403669724","5.917121592563042e-05","1.0","0.0277661614956694","12","10","2","0.038574218750000014","0.038574218750000014"
"cobP","","Bifunctional adenosylcobalamin biosynthesis protein CobP","17","109","2","148","89.47368421052632","57.58754863813229","11.541284403669724","5.917121592563042e-05","1.0","0.0277661614956694","11","9","2","0.06542968749999997","0.06542968749999997"
"group_273","","hypothetical protein","18","127","1","130","94.73684210526315","50.583657587548636","18.4251968503937","6.386843801092703e-05","1.0","0.0277661614956694","9","8","1","0.0390625","0.0390625"
"fliF","","Flagellar M-ring protein","18","127","1","130","94.73684210526315","50.583657587548636","18.4251968503937","6.386843801092703e-05","1.0","0.0277661614956694","8","7","1","0.0703125","0.0703125"
"acr3","","Arsenical-resistance protein Acr3","15","82","4","175","78.94736842105263","68.09338521400778","8.003048780487806","6.933624902541421e-05","1.0","0.0277661614956694","16","13","3","0.021270751953125","0.021270751953125"
"fliP","","Flagellar biosynthetic protein FliP","18","128","1","129","94.73684210526315","50.19455252918288","18.140625","7.006889028187805e-05","1.0","0.0277661614956694","8","7","1","0.0703125","0.0703125"
"fliN","","hypothetical protein","18","128","1","129","94.73684210526315","50.19455252918288","18.140625","7.006889028187805e-05","1.0","0.0277661614956694","8","7","1","0.0703125","0.0703125"
"flhB","","Flagellar biosynthetic protein FlhB","18","128","1","129","94.73684210526315","50.19455252918288","18.140625","7.006889028187805e-05","1.0","0.0277661614956694","8","7","1","0.0703125","0.0703125"
"flhA_1","","Flagellar biosynthesis protein FlhA","18","128","1","129","94.73684210526315","50.19455252918288","18.140625","7.006889028187805e-05","1.0","0.0277661614956694","8","7","1","0.0703125","0.0703125"
"pqqE","","PqqA peptide cyclase","12","49","7","208","63.1578947368421","80.93385214007782","7.276967930029154","7.289704171136052e-05","1.0","0.0277661614956694","12","7","5","0.7744140625000003","0.7744140625000003"
"group_1259","plsC","hypothetical protein","18","129","1","128","94.73684210526315","49.80544747081712","17.86046511627907","7.731416069159104e-05","1.0","0.0277661614956694","7","7","1","0.015625","0.125"
"group_1365","","hypothetical protein","18","129","1","128","94.73684210526315","49.80544747081712","17.86046511627907","7.731416069159104e-05","1.0","0.0277661614956694","11","10","1","0.011718750000000002","0.011718750000000002"
"group_159","","hypothetical protein","18","129","1","128","94.73684210526315","49.80544747081712","17.86046511627907","7.731416069159104e-05","1.0","0.0277661614956694","11","10","1","0.011718750000000002","0.011718750000000002"
"group_568","","putative protein","18","129","1","128","94.73684210526315","49.80544747081712","17.86046511627907","7.731416069159104e-05","1.0","0.0277661614956694","11","10","1","0.011718750000000002","0.011718750000000002"
"group_10337","","hypothetical protein","4","1","15","256","21.052631578947366","99.61089494163424","68.26666666666667","7.830950388867938e-05","1.0","0.0277661614956694","5","4","1","0.375","0.375"
"group_9405","","hypothetical protein","4","1","15","256","21.052631578947366","99.61089494163424","68.26666666666667","7.830950388867938e-05","1.0","0.0277661614956694","3","3","1","0.25","1.0"
"group_4086","mshA_7","hypothetical protein","8","18","11","239","42.10526315789473","92.99610894941634","9.656565656565656","7.887643490715975e-05","1.0","0.0277661614956694","13","7","7","0.9999999999999999","0.9999999999999999"
"group_2104","","putative protein","13","60","6","197","68.42105263157895","76.65369649805449","7.113888888888889","8.561427123613073e-05","1.0","0.0277661614956694","16","10","6","0.45449829101562506","0.45449829101562506"
"cdhA","","hypothetical protein","15","84","4","173","78.94736842105263","67.31517509727627","7.723214285714286","9.261633615708509e-05","1.0","0.0277661614956694","13","10","3","0.09228515625000003","0.09228515625000003"
"hslO","","33 kDa chaperonin","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"group_1080","","hypothetical protein","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"thrC","","Threonine synthase","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"aroC","","Chorismate synthase","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"aroH","","Phospho-2-dehydro-3-deoxyheptonate aldolase","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"rph","","Ribonuclease PH","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"gpmA_1","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","4","4","0","0.125","0.125"
"iscR","","HTH-type transcriptional repressor NsrR","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"hprK","","HPr kinase/phosphorylase","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"aroE","","Shikimate dehydrogenase (NADP(+))","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"lrp_2","","Leucine-responsive regulatory protein","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"aroQ","","3-dehydroquinate dehydratase","19","149","0","108","100.0","42.023346303501945","inf","9.439134899526687e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"trpA","","Tryptophan synthase alpha chain","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"group_1134","","hypothetical protein","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"trpB","","Tryptophan synthase beta chain","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"cysK","","Cysteine synthase","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"yfcG_2","","hypothetical protein","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"tas","","1-deoxyxylulose-5-phosphate synthase YajO","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"flhA_2","","S-(hydroxymethyl)glutathione dehydrogenase","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"mmsB","","2-hydroxy-3-oxopropionate reductase","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"uppP","","Undecaprenyl-diphosphatase","19","148","0","109","100.0","42.4124513618677","inf","9.488191419212853e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"group_1030","","hypothetical protein","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"prmC_1","","Release factor glutamine methyltransferase","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"group_1079","","hypothetical protein","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"argJ","","Arginine biosynthesis bifunctional protein ArgJ","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"edd","","Dihydroxy-acid dehydratase","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"mdtA_1","","Multidrug resistance protein MdtA","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"serA","","Glycerate dehydrogenase","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"ttuE","","Pyruvate kinase","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
